ID,BIOSAMPLE_ACCESSION,ROLLINGDB_ID,ISOLATION_LOCATION,DB_OF_ORIGIN,TESTING_LOCATION,STUDY_NAME,STUDY_PMID,MEDIA,MOXI,MOXI_lower_bound,MOXI_upper_bound,MOXI_midpoint,category,Path,MOXI_quality
site.06.subj.RLH_0276-14.lab.06MIL0213.iso.1,ERS2394749,ERR2510433,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510433/pilon/ERR2510433,MEDIUM
site.06.subj.ATH_0078-14.lab.06MIL0218.iso.1,ERS2394752,ERR2510436,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510436/pilon/ERR2510436,HIGH
site.06.subj.RLH_0277-14.lab.06MIL0221.iso.1,ERS2394754,ERR2510438,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510438/pilon/ERR2510438,HIGH
site.06.subj.SSM_0138_14.lab.06MIL0222.iso.1,ERS2394755,ERR2510439,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510439/pilon/ERR2510439,MEDIUM
site.06.subj.SGD_0038-14.lab.06MIL0224.iso.1,ERS2394757,ERR2510441,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510441/pilon/ERR2510441,HIGH
site.06.subj.SGD_0047-14.lab.06MIL0225.iso.1,ERS2394758,ERR2510442,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510442/pilon/ERR2510442,HIGH
site.06.subj.ATH_0390-14.lab.06MIL0227.iso.1,ERS2394760,ERR2510444,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510444/pilon/ERR2510444,HIGH
site.06.subj.MHL_0174-14.lab.06MIL0229.iso.1,ERS2394762,ERR2510446,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510446/pilon/ERR2510446,MEDIUM
site.06.subj.BVH_0399-R.lab.06MIL0230.iso.1,ERS2394763,ERR2510447,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510447/pilon/ERR2510447,HIGH
site.06.subj.BVH_0001-14.lab.06MIL0234.iso.1,ERS2394767,ERR2510451,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510451/pilon/ERR2510451,HIGH
site.06.subj.SGD_0034-14.lab.06MIL0237.iso.1,ERS2394769,ERR2510453,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510453/pilon/ERR2510453,HIGH
site.06.subj.BVH_0014-14.lab.06MIL0238.iso.1,ERS2394770,ERR2510454,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510454/pilon/ERR2510454,HIGH
site.06.subj.BVH_0012-14.lab.06MIL0240.iso.1,ERS2394772,ERR2510456,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510456/pilon/ERR2510456,HIGH
site.06.subj.SGDH_0048-14.lab.06MIL0243.iso.1,ERS2394774,ERR2510458,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510458/pilon/ERR2510458,HIGH
site.06.subj.06TB_0002.lab.06MIL0859.iso.1,ERS2394775,ERR2510459,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510459/pilon/ERR2510459,MEDIUM
site.06.subj.SGDH_0049-14.lab.06MIL0246.iso.1,ERS2394776,ERR2510460,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510460/pilon/ERR2510460,MEDIUM
site.06.subj.BVH_0016-14.lab.06MIL0247.iso.1,ERS2394777,ERR2510461,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.5,0.5,0.5,0.5,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510461/pilon/ERR2510461,MEDIUM
site.06.subj.JHL_0070-14.lab.06MIL0249.iso.1,ERS2394779,ERR2510463,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510463/pilon/ERR2510463,HIGH
site.06.subj.JHL-0066-14.lab.06MIL0250.iso.1,ERS2394780,ERR2510464,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510464/pilon/ERR2510464,MEDIUM
site.06.subj.SGD_0060-14.lab.06MIL0251.iso.1,ERS2394781,ERR2510465,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510465/pilon/ERR2510465,MEDIUM
site.06.subj.SZH_0036-14.lab.06MIL0253.iso.1,ERS2394783,ERR2510467,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510467/pilon/ERR2510467,HIGH
site.06.subj.SSM_0141_14.lab.06MIL0254.iso.1,ERS2394784,ERR2510468,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510468/pilon/ERR2510468,MEDIUM
site.06.subj.RLH_0294-14.lab.06MIL0255.iso.1,ERS2394785,ERR2510469,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.5,0.5,0.5,0.5,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510469/pilon/ERR2510469,HIGH
site.06.subj.RLH_0290-14.lab.06MIL0256.iso.1,ERS2394786,ERR2510470,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510470/pilon/ERR2510470,MEDIUM
site.06.subj.PIMS_0041-14.lab.06MIL0259.iso.1,ERS2394789,ERR2510473,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510473/pilon/ERR2510473,HIGH
site.06.subj.SSM_0148-14.lab.06MIL0260.iso.1,ERS2394790,ERR2510474,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510474/pilon/ERR2510474,HIGH
site.06.subj.SZH_0033-14.lab.06MIL0261.iso.1,ERS2394791,ERR2510475,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510475/pilon/ERR2510475,HIGH
site.06.subj.SGD_0061-14.lab.06MIL0262.iso.1,ERS2394792,ERR2510476,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510476/pilon/ERR2510476,HIGH
site.06.subj.JHL_0061-14.lab.06MIL0267.iso.1,ERS2394797,ERR2510481,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510481/pilon/ERR2510481,HIGH
site.06.subj.SSM_0146-14.lab.06MIL0270.iso.1,ERS2394799,ERR2510483,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510483/pilon/ERR2510483,HIGH
site.06.subj.JHL_0064-14.lab.06MIL0271.iso.1,ERS2394800,ERR2510484,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510484/pilon/ERR2510484,HIGH
site.06.subj.ATH_0082-14.lab.06MIL0272.iso.1,ERS2394801,ERR2510485,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510485/pilon/ERR2510485,HIGH
site.06.subj.PIMS_0036-14.lab.06MIL0275.iso.1,ERS2394803,ERR2510487,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.12,0.12,0.12,0.12,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510487/pilon/ERR2510487,HIGH
site.06.subj.RLH_0292-14.lab.06MIL0276.iso.1,ERS2394804,ERR2510488,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510488/pilon/ERR2510488,HIGH
site.06.subj.MHL_0099-13.lab.06MIL0277.iso.1,ERS2394805,ERR2510489,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510489/pilon/ERR2510489,HIGH
site.06.subj.RLH_0286-14.lab.06MIL0280.iso.1,ERS2394807,ERR2510491,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510491/pilon/ERR2510491,HIGH
site.06.subj.RLH_0304-14.lab.06MIL0282.iso.1,ERS2394809,ERR2510493,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510493/pilon/ERR2510493,HIGH
site.06.subj.SGD_0028-14.lab.06MIL0285.iso.1,ERS2394811,ERR2510495,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510495/pilon/ERR2510495,HIGH
site.06.subj.ATH_0081-14.lab.06MIL0286.iso.1,ERS2394812,ERR2510496,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510496/pilon/ERR2510496,MEDIUM
site.06.subj.RLH_0299-14.lab.06MIL0287.iso.1,ERS2394813,ERR2510497,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510497/pilon/ERR2510497,HIGH
site.06.subj.PIMS_0046-14.lab.06MIL0288.iso.1,ERS2394814,ERR2510498,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510498/pilon/ERR2510498,MEDIUM
site.06.subj.JHL_0069-14.lab.06MIL0290.iso.1,ERS2394815,ERR2510499,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510499/pilon/ERR2510499,HIGH
site.06.subj.JHL_0068-14.lab.06MIL0291.iso.1,ERS2394816,ERR2510500,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510500/pilon/ERR2510500,HIGH
site.06.subj.SGD_0059-14.lab.06MIL0292.iso.1,ERS2394817,ERR2510501,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510501/pilon/ERR2510501,HIGH
site.06.subj.PIMS_0037-14.lab.06MIL0293.iso.1,ERS2394818,ERR2510502,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510502/pilon/ERR2510502,HIGH
site.06.subj.RLH_0302-14.lab.06MIL0294.iso.1,ERS2394819,ERR2510503,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510503/pilon/ERR2510503,HIGH
site.06.subj.JHL_0075-14.lab.06MIL0298.iso.1,ERS2394823,ERR2510507,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510507/pilon/ERR2510507,HIGH
site.06.subj.ATH_0085-14.lab.06MIL0299.iso.1,ERS2394824,ERR2510508,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510508/pilon/ERR2510508,MEDIUM
site.06.subj.ATH_0083-14.lab.06MIL0302.iso.1,ERS2394827,ERR2510511,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510511/pilon/ERR2510511,HIGH
site.06.subj.SZH_0037-14.lab.06MIL0303.iso.1,ERS2394828,ERR2510512,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510512/pilon/ERR2510512,HIGH
site.06.subj.ATH_0090-14.lab.06MIL0308.iso.1,ERS2394833,ERR2510517,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510517/pilon/ERR2510517,MEDIUM
site.06.subj.ATH_0088-14.lab.06MIL0309.iso.1,ERS2394834,ERR2510518,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510518/pilon/ERR2510518,HIGH
site.06.subj.SSM_0157-14.lab.06MIL0311.iso.1,ERS2394836,ERR2510520,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510520/pilon/ERR2510520,HIGH
site.06.subj.PIMS_0052-14.lab.06MIL0312.iso.1,ERS2394837,ERR2510521,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.25,0.25,0.25,0.25,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510521/pilon/ERR2510521,HIGH
site.06.subj.PIMS_0057-14.lab.06MIL0313.iso.1,ERS2394838,ERR2510522,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510522/pilon/ERR2510522,HIGH
site.06.subj.SZH_0040-14.lab.06MIL0314.iso.1,ERS2394839,ERR2510523,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.5,0.5,0.5,0.5,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510523/pilon/ERR2510523,HIGH
site.06.subj.SSM_0152-14.lab.06MIL0317.iso.1,ERS2394840,ERR2510524,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510524/pilon/ERR2510524,HIGH
site.06.subj.NHM_0284-14.lab.06MIL0319.iso.1,ERS2394841,ERR2510525,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510525/pilon/ERR2510525,HIGH
site.06.subj.PIMS_0039-14.lab.06MIL0320.iso.1,ERS2394842,ERR2510526,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510526/pilon/ERR2510526,HIGH
site.06.subj.MHL_0209-14.lab.06MIL0326.iso.1,ERS2394848,ERR2510532,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510532/pilon/ERR2510532,MEDIUM
site.06.subj.ATH_0091_14.lab.06MIL0328.iso.1,ERS2394849,ERR2510533,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510533/pilon/ERR2510533,MEDIUM
site.06.subj.SZH_0044-14.lab.06MIL0330.iso.1,ERS2394851,ERR2510535,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510535/pilon/ERR2510535,MEDIUM
site.06.subj.SZH_0060-14.lab.06MIL0332.iso.1,ERS2394853,ERR2510537,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.5,0.5,0.5,0.5,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510537/pilon/ERR2510537,HIGH
site.06.subj.SGD_0062-14.lab.06MIL0334.iso.1,ERS2394854,ERR2510538,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,>2.0,2.0,,4.0,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510538/pilon/ERR2510538,HIGH
site.06.subj.SGD_0071-14.lab.06MIL0335.iso.1,ERS2394855,ERR2510539,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510539/pilon/ERR2510539,HIGH
site.06.subj.SGD_0074-14.lab.06MIL0338.iso.1,ERS2394858,ERR2510542,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510542/pilon/ERR2510542,HIGH
site.06.subj.SGD_0076-14.lab.06MIL0339.iso.1,ERS2394859,ERR2510543,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510543/pilon/ERR2510543,MEDIUM
site.06.subj.BVH_0025_14.lab.06MIL0340.iso.1,ERS2394860,ERR2510544,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510544/pilon/ERR2510544,MEDIUM
site.06.subj.NHM_0292-14.lab.06MIL0345.iso.1,ERS2394864,ERR2510548,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510548/pilon/ERR2510548,HIGH
site.06.subj.NHM_0291-14.lab.06MIL0346.iso.1,ERS2394865,ERR2510549,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510549/pilon/ERR2510549,MEDIUM
site.06.subj.NHM_0290-14.lab.06MIL0347.iso.1,ERS2394866,ERR2510550,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,2.0,2.0,2.0,2.0,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510550/pilon/ERR2510550,HIGH
site.06.subj.RLH_0309-14.lab.06MIL0350.iso.1,ERS2394869,ERR2510553,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.5,0.5,0.5,0.5,original_test_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510553/pilon/ERR2510553,HIGH
site.06.subj.RLH_0310-14.lab.06MIL0351.iso.1,ERS2394870,ERR2510554,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,1.0,1.0,1.0,1.0,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510554/pilon/ERR2510554,HIGH
site.06.subj.RLH_0313-14.lab.06MIL0353.iso.1,ERS2394872,ERR2510556,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,<=0.03,,0.03,0.03,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510556/pilon/ERR2510556,HIGH
site.06.subj.RLH_0326-14.lab.06MIL0356.iso.1,ERS2394875,ERR2510559,,CRyPTIC,Not specified in paper,The CRyPTIC Consortium,https://doi.org/10.1101/2021.09.14.460274(pre-print),m7h10,0.06,0.06,0.06,0.06,original_train_set,/n/data1/hms/dbmi/farhat/rollingDB/cryptic_output/ERR2510559/pilon/ERR2510559,HIGH
